Price,company,Field2_links,name,Field3_links,year,kms_driven,Field6,transmission,fuel_type,Field9,Field10,Field11,Field12,Field13,Field14
499.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Corolla Altis,https://xe.chotot.com/mua-ban-oto-toyota-corolla-altis-sdcb2cm60,2015,69389,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
16.500.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2008,6668,Đã sử dụng,Số sàn,Xăng,Việt Nam,Minivan (MPV),8,Bảo hành hãng,> 1 tấn,> 2 tấn
885.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Santa Fe,https://xe.chotot.com/mua-ban-oto-hyundai-santa-fe-sdcb5cm223,2019,45000,Đã sử dụng,Tự động,Xăng,Hàn Quốc,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
439.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,City,https://xe.chotot.com/mua-ban-oto-honda-city-sdcb6cm240,2019,37000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
345.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Veloster,https://xe.chotot.com/mua-ban-oto-hyundai-veloster-sdcb5cm233,2011,72000,Đã sử dụng,Tự động,Xăng,Coupe (2 cửa),5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
468.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,BT 50,https://xe.chotot.com/mua-ban-oto-mazda-bt-50-sdcb7cm278,2017,60000,Đã sử dụng,Tự động,Dầu,Việt Nam,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
768.000.000 đ,Peugeot,https://xe.chotot.com/mua-ban-oto-peugeot-sdcb20,2008,https://xe.chotot.com/mua-ban-oto-peugeot-2008-sdcb20cm1105,2021,19000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
258.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Grand i10,https://xe.chotot.com/mua-ban-oto-hyundai-grand-i10-sdcb5cm210,2017,80000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
635.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,HR-V,https://xe.chotot.com/mua-ban-oto-honda-hr-v-sdcb6cm1080,2019,43000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
618.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,3,https://xe.chotot.com/mua-ban-oto-mazda-3-sdcb7cm268,2021,37000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
330.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,i30,https://xe.chotot.com/mua-ban-oto-hyundai-i30-sdcb5cm212,2012,75621,Đã sử dụng,Tự động,Xăng,Hàn Quốc,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.250.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,C Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-c-class-sdcb16cm439,2020,19000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
215.000.000 đ,Suzuki,https://xe.chotot.com/mua-ban-oto-suzuki-sdcb22,Dòng khác,https://xe.chotot.com/mua-ban-oto-suzuki-dong-khac-sdcb22cm611,2017,68000,Đã sử dụng,Số sàn,Xăng,Nước khác,Kiểu dáng khác,2,Bảo hành hãng,> 1 tấn,> 2 tấn
425.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Cerato,https://xe.chotot.com/mua-ban-oto-kia-cerato-sdcb1cm6,2017,70000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
285.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,Sprinter,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sprinter-sdcb16cm459,2011,1,Đã sử dụng,Số sàn,Dầu,Việt Nam,Kiểu dáng khác,16,Bảo hành hãng,> 1 tấn,> 2 tấn
295.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Morning,https://xe.chotot.com/mua-ban-oto-kia-morning-sdcb1cm21,2019,41770,Đã sử dụng,Tự động,Xăng,Việt Nam,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
139.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Corolla Altis,https://xe.chotot.com/mua-ban-oto-toyota-corolla-altis-sdcb2cm60,2001,148000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
650.000.000 đ,Nissan,https://xe.chotot.com/mua-ban-oto-nissan-sdcb19,Navara,https://xe.chotot.com/mua-ban-oto-nissan-navara-sdcb19cm533,2021,1663,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
3.790.000.000 đ,Lexus,https://xe.chotot.com/mua-ban-oto-lexus-sdcb15,LX,https://xe.chotot.com/mua-ban-oto-lexus-lx-sdcb15cm429,2015,70002,Đã sử dụng,Tự động,Xăng,SUV / Cross over,8,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
45.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Dòng khác,https://xe.chotot.com/mua-ban-oto-toyota-dong-khac-sdcb2cm108,1984,Đã sử dụng,Số sàn,Xăng,Nhật Bản,Sedan,7,Bảo hành hãng,> 1 tấn,> 2 tấn,
893.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Santa Fe,https://xe.chotot.com/mua-ban-oto-hyundai-santa-fe-sdcb5cm223,2019,51000,Đã sử dụng,Tự động,Dầu,Việt Nam,7,Bảo hành hãng,> 1 tấn,> 2 tấn,
69.000.000 đ,Chevrolet,https://xe.chotot.com/mua-ban-oto-chevrolet-sdcb4,Spark,https://xe.chotot.com/mua-ban-oto-chevrolet-spark-sdcb4cm179,2011,60000,Đã sử dụng,Số sàn,Xăng,Hàn Quốc,Hatchback,2,Bảo hành hãng,> 1 tấn,> 2 tấn
410.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,City,https://xe.chotot.com/mua-ban-oto-honda-city-sdcb6cm240,2017,76089,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
915.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Santa Fe,https://xe.chotot.com/mua-ban-oto-hyundai-santa-fe-sdcb5cm223,2019,50000,Đã sử dụng,Tự động,Dầu,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
695.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2016,68789,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
820.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Ranger,https://xe.chotot.com/mua-ban-oto-ford-ranger-sdcb3cm145,2021,52000,Đã sử dụng,Tự động,Dầu,Việt Nam,Pick-up (bán tải),Bảo hành hãng,> 1 tấn,> 2 tấn,
299.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Territory,https://xe.chotot.com/mua-ban-oto-ford-territory-sdcb3cm1120,2023,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn,
245.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,Civic,https://xe.chotot.com/mua-ban-oto-honda-civic-sdcb6cm241,2008,140000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
865.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Santa Fe,https://xe.chotot.com/mua-ban-oto-hyundai-santa-fe-sdcb5cm223,2019,37000,Đã sử dụng,Tự động,Dầu,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
1.145.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Santa Fe,https://xe.chotot.com/mua-ban-oto-hyundai-santa-fe-sdcb5cm223,2021,20000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,7,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
358.000.000 đ,Vinfast,https://xe.chotot.com/mua-ban-oto-vinfast-sdcb80,Fadil,https://xe.chotot.com/mua-ban-oto-vinfast-fadil-sdcb80cm1082,2020,40000,Đã sử dụng,Tự động,Xăng,Việt Nam,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.790.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,GLC,https://xe.chotot.com/mua-ban-oto-mercedes-benz-glc-sdcb16cm448,2021,20000,Đã sử dụng,Tự động,Xăng,Đức,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
2.190.000.000 đ,Volvo,https://xe.chotot.com/mua-ban-oto-volvo-sdcb76,S90,https://xe.chotot.com/mua-ban-oto-volvo-s90-sdcb76cm1034,2022,10000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
930.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2019,37000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
315.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2013,96000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
417.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,City,https://xe.chotot.com/mua-ban-oto-honda-city-sdcb6cm240,2019,82000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
385.000.000 đ,Chevrolet,https://xe.chotot.com/mua-ban-oto-chevrolet-sdcb4,Colorado,https://xe.chotot.com/mua-ban-oto-chevrolet-colorado-sdcb4cm161,2017,100000,Đã sử dụng,Số sàn,Dầu,Thái Lan,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
325.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2012,140000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.400.000.000 đ,LandRover,https://xe.chotot.com/mua-ban-oto-landrover-sdcb51,Discovery,https://xe.chotot.com/mua-ban-oto-landrover-discovery-sdcb51cm646,2016,28000,Đã sử dụng,Tự động,Xăng,Nước khác,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
455.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Transit,https://xe.chotot.com/mua-ban-oto-ford-transit-sdcb3cm149,2014,202,Đã sử dụng,Số sàn,Dầu,Minivan (MPV),16,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
660.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Fortuner,https://xe.chotot.com/mua-ban-oto-toyota-fortuner-sdcb2cm67,2017,230000,Đã sử dụng,Số sàn,Dầu,7,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,
1.040.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Fortuner,https://xe.chotot.com/mua-ban-oto-toyota-fortuner-sdcb2cm67,2021,15000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
620.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,3,https://xe.chotot.com/mua-ban-oto-mazda-3-sdcb7cm268,2020,13999,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
315.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Wigo,https://xe.chotot.com/mua-ban-oto-toyota-wigo-sdcb2cm987,2019,36216,Đã sử dụng,Tự động,Xăng,Thái Lan,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
289.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,3,https://xe.chotot.com/mua-ban-oto-mazda-3-sdcb7cm268,2010,100000,Đã sử dụng,Bán tự động,Xăng,Nhật Bản,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
550.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Grand Starex,https://xe.chotot.com/mua-ban-oto-hyundai-grand-starex-sdcb5cm205,2015,37000,Đã sử dụng,Số sàn,Dầu,Hàn Quốc,Minivan (MPV),Bảo hành hãng,> 1 tấn,> 2 tấn,
879.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Santa Fe,https://xe.chotot.com/mua-ban-oto-hyundai-santa-fe-sdcb5cm223,2019,49138,Đã sử dụng,Tự động,Dầu,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
385.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,BT 50,https://xe.chotot.com/mua-ban-oto-mazda-bt-50-sdcb7cm278,2015,109860,Đã sử dụng,Số sàn,Dầu,Pick-up (bán tải),5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
318.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Everest,https://xe.chotot.com/mua-ban-oto-ford-everest-sdcb3cm125,2010,148668,Đã sử dụng,Số sàn,Xăng,SUV / Cross over,7,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
38.000.000 đ,Daewoo,https://xe.chotot.com/mua-ban-oto-daewoo-sdcb10,Matiz,https://xe.chotot.com/mua-ban-oto-daewoo-matiz-sdcb10cm361,2001,111,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
270.000.000 đ,Isuzu,https://xe.chotot.com/mua-ban-oto-isuzu-sdcb13,Dmax,https://xe.chotot.com/mua-ban-oto-isuzu-dmax-sdcb13cm400,2010,130000,Đã sử dụng,Số sàn,Dầu,Thái Lan,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
995.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Santa Fe,https://xe.chotot.com/mua-ban-oto-hyundai-santa-fe-sdcb5cm223,2020,26000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
535.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Yaris,https://xe.chotot.com/mua-ban-oto-toyota-yaris-sdcb2cm105,2019,55000,Đã sử dụng,Tự động,Xăng,Thái Lan,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
225.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,Civic,https://xe.chotot.com/mua-ban-oto-honda-civic-sdcb6cm241,2009,150000,Đã sử dụng,Số sàn,Xăng,Sedan,4,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
595.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Elantra,https://xe.chotot.com/mua-ban-oto-hyundai-elantra-sdcb5cm196,2020,36000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
645.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Seltos,https://xe.chotot.com/mua-ban-oto-kia-seltos-sdcb1cm1098,2021,37000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
629.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Seltos,https://xe.chotot.com/mua-ban-oto-kia-seltos-sdcb1cm1098,2020,28000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
430.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,3,https://xe.chotot.com/mua-ban-oto-mazda-3-sdcb7cm268,2016,80000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
2.650.000.000 đ,BMW,https://xe.chotot.com/mua-ban-oto-bmw-sdcb9,7 Series,https://xe.chotot.com/mua-ban-oto-bmw-7-series-sdcb9cm323,2018,53000,Đã sử dụng,Tự động,Xăng,Đức,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
315.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Morning,https://xe.chotot.com/mua-ban-oto-kia-morning-sdcb1cm21,2018,69000,Đã sử dụng,Tự động,Xăng,Việt Nam,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.030.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Everest,https://xe.chotot.com/mua-ban-oto-ford-everest-sdcb3cm125,2021,64000,Đã sử dụng,Tự động,Dầu,Thái Lan,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
380.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Hilux,https://xe.chotot.com/mua-ban-oto-toyota-hilux-sdcb2cm70,2012,90000,Đã sử dụng,Số sàn,Dầu,Thái Lan,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
550.000.000 đ,Suzuki,https://xe.chotot.com/mua-ban-oto-suzuki-sdcb22,XL 7,https://xe.chotot.com/mua-ban-oto-suzuki-xl-7-sdcb22cm610,2022,30000,Đã sử dụng,Tự động,Xăng,Nước khác,Minivan (MPV),7,Bảo hành hãng,> 1 tấn,> 2 tấn
315.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Hiace,https://xe.chotot.com/mua-ban-oto-toyota-hiace-sdcb2cm68,2011,20000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Bảo hành hãng,> 1 tấn,> 2 tấn,,
379.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Fiesta,https://xe.chotot.com/mua-ban-oto-ford-fiesta-sdcb3cm131,2017,60000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
910.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,GLC,https://xe.chotot.com/mua-ban-oto-mercedes-benz-glc-sdcb16cm448,2018,700000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
370.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Wigo,https://xe.chotot.com/mua-ban-oto-toyota-wigo-sdcb2cm987,2021,16000,Đã sử dụng,Bán tự động,Xăng,Nhật Bản,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
650.000.000 đ,Vinfast,https://xe.chotot.com/mua-ban-oto-vinfast-sdcb80,Lux A2.0,https://xe.chotot.com/mua-ban-oto-vinfast-lux-a2-0-sdcb80cm1130,2021,40000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
360.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2015,122000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Minivan (MPV),8,Bảo hành hãng,> 1 tấn,> 2 tấn
679.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,CX 5,https://xe.chotot.com/mua-ban-oto-mazda-cx-5-sdcb7cm280,2019,35000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
548.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Raize,https://xe.chotot.com/mua-ban-oto-toyota-raize-sdcb2cm1108,2023,Đã sử dụng,Tự động,Xăng,SUV / Cross over,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
72.000.000 đ,Chevrolet,https://xe.chotot.com/mua-ban-oto-chevrolet-sdcb4,Spark,https://xe.chotot.com/mua-ban-oto-chevrolet-spark-sdcb4cm179,2009,85888,Đã sử dụng,Số sàn,Xăng,Việt Nam,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
390.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,E Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-e-class-sdcb16cm444,2010,130000,Đã sử dụng,Tự động,Xăng,Đức,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
180.000.000 đ,Hãng khác,https://xe.chotot.com/mua-ban-oto-hang-khac-sdcb24,Dòng khác,https://xe.chotot.com/mua-ban-oto-hang-khac-dong-khac-sdcb24cm979,2002,12555,Đã sử dụng,Bán tự động,Xăng,Mỹ,Coupe (2 cửa),5,Bảo hành hãng,> 1 tấn,> 2 tấn
380.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Tucson,https://xe.chotot.com/mua-ban-oto-hyundai-tucson-sdcb5cm229,2010,70000,Đã sử dụng,Tự động,Xăng,Hàn Quốc,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
270.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Fiesta,https://xe.chotot.com/mua-ban-oto-ford-fiesta-sdcb3cm131,2013,33333,Đã sử dụng,Tự động,Xăng,Việt Nam,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
290.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2007,15000,Đã sử dụng,Tự động,Xăng,Sedan,4,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
588.000.000 đ,Peugeot,https://xe.chotot.com/mua-ban-oto-peugeot-sdcb20,3008,https://xe.chotot.com/mua-ban-oto-peugeot-3008-sdcb20cm570,2018,29000,Đã sử dụng,Tự động,Xăng,Việt Nam,Minivan (MPV),5,Bảo hành hãng,> 1 tấn,> 2 tấn
455.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,6,https://xe.chotot.com/mua-ban-oto-mazda-6-sdcb7cm272,2014,82389,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
410.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2017,60000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
3.199.000.000 đ,Lexus,https://xe.chotot.com/mua-ban-oto-lexus-sdcb15,RX,https://xe.chotot.com/mua-ban-oto-lexus-rx-sdcb15cm431,2022,9000,Đã sử dụng,Tự động,Xăng,Nhật Bản,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
155.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Escape,https://xe.chotot.com/mua-ban-oto-ford-escape-sdcb3cm122,2006,170000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
255.000.000 đ,Hãng khác,https://xe.chotot.com/mua-ban-oto-hang-khac-sdcb24,Dòng khác,https://xe.chotot.com/mua-ban-oto-hang-khac-dong-khac-sdcb24cm979,2021,11000,Đã sử dụng,Số sàn,Xăng,Nhật Bản,Van,5,Bảo hành hãng,> 1 tấn,> 2 tấn
2.600.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,CR V,https://xe.chotot.com/mua-ban-oto-honda-cr-v-sdcb6cm243,2021,15000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
918.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2019,25000,Đã sử dụng,Tự động,Xăng,Thái Lan,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
685.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,CX 5,https://xe.chotot.com/mua-ban-oto-mazda-cx-5-sdcb7cm280,2020,40000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
235.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Grand Starex,https://xe.chotot.com/mua-ban-oto-hyundai-grand-starex-sdcb5cm205,2008,250000,Đã sử dụng,Số sàn,Dầu,Hàn Quốc,Pick-up (bán tải),4,Bảo hành hãng,> 1 tấn,> 2 tấn
440.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Focus,https://xe.chotot.com/mua-ban-oto-ford-focus-sdcb3cm133,2019,41000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
235.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Hiace,https://xe.chotot.com/mua-ban-oto-toyota-hiace-sdcb2cm68,2008,250000,Đã sử dụng,Số sàn,Dầu,Việt Nam,Bảo hành hãng,> 1 tấn,> 2 tấn,,
590.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Seltos,https://xe.chotot.com/mua-ban-oto-kia-seltos-sdcb1cm1098,2021,17000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
